StockCode,Description,TotalAmount_sum,TotalAmount_mean,TotalAmount_count,Quantity_sum,Quantity_mean,UnitPrice_mean,UnitPrice_std,CustomerID_nunique,InvoiceNo_nunique,Revenue_per_Customer,Avg_Quantity_per_Transaction,Revenue_Category,Popularity_Category
23159,SET OF 5 PANCAKE DAY MAGNETS,4648.01,22.78,204,2296,11.25,2.08,0.15,120,197,38.73,11.65,Premium,Best-Seller
23160,REGENCY TEA SPOON,1674.3,26.58,63,1410,22.38,1.23,0.06,50,62,33.49,22.74,High,Popular
23161,REGENCY CAKE FORK,1911.6,27.7,69,1620,23.48,1.23,0.06,58,69,32.96,23.48,High,Popular
23162,REGENCY TEA STRAINER,4789.24,33.73,142,1362,9.59,3.75,0.47,96,142,49.89,9.59,Premium,Best-Seller
23163,REGENCY SUGAR TONGS,4064.1,29.88,136,1769,13.01,2.43,0.15,95,136,42.78,13.01,Premium,Best-Seller
23164,REGENCY CAKE SLICE,2584.16,31.9,81,565,6.98,4.92,0.62,70,81,36.92,6.98,Premium,Popular
23165,LARGE CERAMIC TOP STORAGE JAR,4779.0,19.67,243,3056,12.58,1.63,0.06,167,238,28.62,12.84,Premium,Best-Seller
23166,MEDIUM CERAMIC TOP STORAGE JAR,158896.37,763.92,208,152410,732.74,1.22,0.08,138,205,1151.42,743.46,Premium,Best-Seller
23167,SMALL CERAMIC TOP STORAGE JAR ,4549.37,23.57,193,6191,32.08,0.83,0.11,129,186,35.27,33.28,Premium,Best-Seller
23168,CLASSIC CAFE SUGAR DISPENSER,3103.96,13.55,229,2688,11.74,1.23,0.11,132,226,23.51,11.89,Premium,Best-Seller
23168,CLASSIC SUGAR DISPENSER,247.32,20.61,12,216,18.0,1.2,0.09,12,12,20.61,18.0,Medium,Occasional
23169,CLASSIC GLASS COOKIE JAR,5737.65,20.13,285,1427,5.01,4.11,0.12,192,282,29.88,5.06,Premium,Best-Seller
23169,CLASSIC GLASS SWEET JAR,479.45,34.25,14,119,8.5,4.09,0.15,14,14,34.25,8.5,Medium,Occasional
23170,REGENCY TEA PLATE ROSES ,11237.09,32.95,341,7293,21.39,1.65,0.25,225,340,49.94,21.45,Premium,Best-Seller
23171,REGENCY TEA PLATE GREEN ,9331.15,33.81,276,6063,21.97,1.67,0.29,195,275,47.85,22.05,Premium,Best-Seller
23172,REGENCY TEA PLATE PINK,5947.58,25.53,233,3790,16.27,1.64,0.17,160,233,37.17,16.27,Premium,Best-Seller
23173,REGENCY TEAPOT ROSES ,23509.72,62.86,374,2718,7.27,9.69,1.02,248,367,94.8,7.41,Premium,Best-Seller
23174,REGENCY SUGAR BOWL GREEN,11920.74,41.68,286,3044,10.64,4.13,0.27,192,285,62.09,10.68,Premium,Best-Seller
23175,REGENCY MILK JUG PINK ,9233.5,32.51,284,3146,11.08,3.19,0.16,206,283,44.82,11.12,Premium,Best-Seller
23176,ABC TREASURE BOOK BOX ,4479.01,22.51,199,2135,10.73,2.26,0.24,159,196,28.17,10.89,Premium,Best-Seller
23177,TREASURE ISLAND BOOK BOX,5081.55,22.58,225,2451,10.89,2.24,0.05,174,219,29.2,11.19,Premium,Best-Seller
23178,JAM CLOCK MAGNET,859.95,14.33,60,317,5.28,2.82,0.57,50,58,17.2,5.47,High,Popular
23179,CLOCK MAGNET MUM'S KITCHEN,837.88,20.95,40,304,7.6,2.93,0.76,36,40,23.27,7.6,High,Occasional
23180,MUM'S KITCHEN CLOCK,476.85,12.89,37,105,2.84,4.77,0.76,29,37,16.44,2.84,Medium,Occasional
23181,BULL DOG BOTTLE TOP WALL CLOCK,1517.25,20.78,73,189,2.59,8.19,0.21,60,73,25.29,2.59,High,Popular
23182,TOILET SIGN OCCUPIED OR VACANT,2849.19,10.44,273,3428,12.56,0.88,0.28,140,260,20.35,13.18,Premium,Best-Seller
23183,MOTHER'S KITCHEN SPOON REST ,713.21,11.89,60,184,3.07,4.05,1.04,44,59,16.21,3.12,High,Popular
23184,BULL DOG BOTTLE OPENER,3813.85,18.79,203,791,3.9,5.1,1.01,129,201,29.56,3.94,Premium,Best-Seller
23185,FRENCH STYLE STORAGE JAR JAM,116.88,3.54,33,324,9.82,0.35,0.23,27,31,4.33,10.45,Medium,Occasional
23186,FRENCH STYLE STORAGE JAR CAFE ,828.7,11.35,73,1994,27.32,0.35,0.23,57,72,14.54,27.69,High,Popular
23187,FRENCH STYLE STORAGE JAR BONBONS,711.55,9.01,79,2375,30.06,0.33,0.18,66,78,10.78,30.45,High,Popular
23188,VINTAGE  2 METER FOLDING RULER,2923.92,18.39,159,1788,11.25,1.68,0.23,130,156,22.49,11.46,Premium,Best-Seller
23188,VINTAGE  2 METRE FOLDING RULER,2200.99,16.8,131,1323,10.1,1.74,0.37,103,128,21.37,10.34,Premium,Popular
23189,SET OF 12 FORK CANDLES,3322.24,28.89,115,1216,10.57,2.86,0.11,89,114,37.33,10.67,Premium,Popular
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2694.44,14.8,182,1680,9.23,1.65,0.13,146,181,18.46,9.28,Premium,Best-Seller
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,99.0,19.8,5,60,12.0,1.65,0.0,5,5,19.8,12.0,Low,Niche
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3426.35,13.49,254,2119,8.34,1.68,0.23,178,242,19.25,8.76,Premium,Best-Seller
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5230.17,16.04,326,3289,10.09,1.65,0.16,224,314,23.35,10.47,Premium,Best-Seller
23193,BUFFALO BILL TREASURE BOOK BOX,3813.57,25.59,149,1875,12.58,2.26,0.28,109,143,34.99,13.11,Premium,Best-Seller
23194,GYMKHANA TREASURE BOOK BOX,3510.08,20.53,171,1671,9.77,2.25,0.19,129,164,27.21,10.19,Premium,Best-Seller
23194,GYMKHANNA TREASURE BOOK BOX,261.84,18.7,14,120,8.57,2.19,0.08,14,14,18.7,8.57,Medium,Occasional
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,17.4,2,24,12.0,1.45,0.0,2,2,17.4,12.0,Low,Niche
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.2,17.4,3,36,12.0,1.45,0.0,3,3,17.4,12.0,Low,Niche
23196,RETRO LEAVES MAGNETIC NOTEPAD,150.8,7.54,20,104,5.2,1.45,0.0,17,17,8.87,6.12,Medium,Occasional
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2265.85,10.25,221,1609,7.28,1.44,0.04,159,214,14.25,7.52,Premium,Best-Seller
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1957.49,10.3,190,1357,7.14,1.54,0.41,113,187,17.32,7.26,High,Best-Seller
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,16.6,3,36,12.0,1.38,0.12,3,3,16.6,12.0,Low,Niche
23198,PANTRY MAGNETIC  SHOPPING LIST,4439.79,11.1,400,3131,7.83,1.48,0.26,259,388,17.14,8.07,Premium,Best-Seller
23199,JUMBO BAG APPLES,27760.51,37.16,747,14610,19.56,2.06,0.18,344,739,80.7,19.77,Premium,Best-Seller
23200,JUMBO BAG PEARS,13286.87,27.51,483,6867,14.22,2.07,0.18,262,476,50.71,14.43,Premium,Best-Seller
23201,JUMBO BAG ALPHABET,25251.02,32.58,775,13134,16.95,2.06,0.13,396,766,63.77,17.15,Premium,Best-Seller
23202,JUMBO BAG VINTAGE LEAF,21404.31,27.2,787,10957,13.92,2.08,0.21,376,777,56.93,14.1,Premium,Best-Seller
23203,JUMBO BAG DOILEY PATTERNS,16787.02,36.34,462,8759,18.96,2.05,0.09,299,458,56.14,19.12,Premium,Best-Seller
23203,JUMBO BAG VINTAGE DOILEY ,268.44,44.74,6,143,23.83,2.03,0.12,6,6,44.74,23.83,Medium,Niche
23203,JUMBO BAG VINTAGE DOILY ,21705.32,33.55,647,11204,17.32,2.06,0.07,365,634,59.47,17.67,Premium,Best-Seller
23204,CHARLOTTE BAG APPLES DESIGN,5770.49,13.27,435,7225,16.61,0.84,0.03,199,433,29.0,16.69,Premium,Best-Seller
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,14.57,22,400,18.18,0.84,0.04,22,22,14.57,18.18,Medium,Occasional
23205,CHARLOTTE BAG VINTAGE ALPHABET ,3926.47,11.72,335,4943,14.76,0.85,0.09,192,331,20.45,14.93,Premium,Best-Seller
23206,LUNCH BAG APPLE DESIGN,18373.75,20.26,907,11623,12.81,1.64,0.04,401,878,45.82,13.24,Premium,Best-Seller
23207,LUNCH BAG ALPHABET DESIGN,12688.66,18.55,684,8002,11.7,1.65,0.14,377,660,33.66,12.12,Premium,Best-Seller
23208,LUNCH BAG VINTAGE LEAF DESIGN,10114.65,16.37,618,6297,10.19,1.64,0.03,304,600,33.27,10.5,Premium,Best-Seller
23209,LUNCH BAG DOILEY PATTERN ,10337.9,21.76,475,6486,13.65,1.64,0.04,290,468,35.65,13.86,Premium,Best-Seller
23209,LUNCH BAG VINTAGE DOILEY ,115.5,28.88,4,70,17.5,1.65,0.0,4,4,28.88,17.5,Medium,Niche
23209,LUNCH BAG VINTAGE DOILY ,10429.96,18.59,561,6488,11.57,1.65,0.11,319,545,32.7,11.9,Premium,Best-Seller
23210,WHITE ROCKING HORSE HAND PAINTED,3595.01,21.02,171,3001,17.55,1.24,0.04,114,156,31.54,19.24,Premium,Best-Seller
23211,RED ROCKING HORSE HAND PAINTED,2662.75,22.19,120,2231,18.59,1.24,0.04,81,116,32.87,19.23,Premium,Popular
23212,HEART WREATH DECORATION WITH BELL,2642.63,16.94,156,2227,14.28,1.24,0.05,103,147,25.66,15.15,Premium,Best-Seller
23212,PAINTED HEART WREATH WITH BELL,15.0,15.0,1,12,12.0,1.25,,1,1,15.0,12.0,Low,Niche
23213,STAR WREATH DECORATION WITH BELL,1938.19,15.38,126,1607,12.75,1.24,0.04,95,122,20.4,13.17,High,Popular
23214,BELL HEART ANTIQUE GOLD,24.96,24.96,1,12,12.0,2.08,,1,1,24.96,12.0,Low,Niche
23214,JINGLE BELL HEART ANTIQUE GOLD,1610.27,16.6,97,765,7.89,2.18,0.46,78,91,20.64,8.41,High,Popular
23215,JINGLE BELL HEART ANTIQUE SILVER,7176.84,35.18,204,3667,17.98,2.14,0.38,162,198,44.3,18.52,Premium,Best-Seller
23216,LAUREL HEART ANTIQUE GOLD,613.51,14.96,41,518,12.63,1.35,0.38,32,40,19.17,12.95,High,Occasional
23217,LAUREL HEART ANTIQUE SILVER,1567.0,18.22,86,1290,15.0,1.4,0.43,64,84,24.48,15.36,High,Popular
23218,LAUREL STAR ANTIQUE GOLD,465.81,14.12,33,372,11.27,1.38,0.41,27,33,17.25,11.27,Medium,Occasional
23219,LAUREL STAR ANTIQUE SILVER ,504.6,9.7,52,404,7.77,1.31,0.29,41,49,12.31,8.24,Medium,Popular
23220,REINDEER HEART DECORATION GOLD,775.26,9.81,79,930,11.77,0.91,0.24,55,77,14.1,12.08,High,Popular
23221,REINDEER HEART DECORATION SILVER,1289.73,10.93,118,1519,12.87,0.91,0.24,85,113,15.17,13.44,High,Popular
23222,CHRISTMAS TREE HANGING GOLD,700.6,10.46,67,788,11.76,0.96,0.3,49,65,14.3,12.12,High,Popular
23223,CHRISTMAS TREE HANGING SILVER ,671.77,9.6,70,747,10.67,0.94,0.28,51,67,13.17,11.15,High,Popular
23224,CHERUB HEART DECORATION GOLD,632.07,10.36,61,733,12.02,0.93,0.28,44,61,14.37,12.02,High,Popular
23225,CHERUB HEART DECORATION SILVER ,1150.19,15.76,73,1369,18.75,0.95,0.3,46,72,25.0,19.01,High,Popular
23226,FILIGREE HEART DAISY WHITE,1538.59,21.08,73,1247,17.08,1.24,0.04,56,72,27.47,17.32,High,Popular
23227,FILIGREE HEART BUTTERFLY WHITE ,1954.56,21.96,89,1598,17.96,1.27,0.19,61,89,32.04,17.96,High,Popular
23228,FILIGREE HEART BIRD WHITE ,1876.06,23.45,80,1541,19.26,1.39,0.41,58,79,32.35,19.51,High,Popular
23229,DONKEY TAIL GAME ,189.54,47.39,4,54,13.5,3.66,0.18,4,4,47.38,13.5,Medium,Niche
23229,VINTAGE DONKEY TAIL GAME ,6187.78,28.13,220,1761,8.0,3.78,0.52,183,220,33.81,8.0,Premium,Best-Seller
23230,WRAP ALPHABET DESIGN,3228.0,13.74,235,8000,34.04,0.42,0.01,178,234,18.13,34.19,Premium,Best-Seller
23231,WRAP  VINTAGE DOILEY ,42.0,21.0,2,100,50.0,0.42,0.0,2,2,21.0,50.0,Low,Niche
23231,WRAP  VINTAGE DOILY ,1029.0,11.06,93,2450,26.34,0.42,0.0,80,93,12.86,26.34,High,Popular
23231,WRAP DOILEY DESIGN,1905.0,11.83,161,4650,28.88,0.42,0.01,123,161,15.49,28.88,High,Best-Seller
23232,WRAP VINTAGE LEAF DESIGN,2151.84,15.37,140,5352,38.23,0.42,0.01,118,136,18.24,39.35,Premium,Best-Seller
23232,WRAP VINTAGE PETALS  DESIGN,1338.0,12.74,105,3300,31.43,0.42,0.01,94,104,14.23,31.73,High,Popular
23233,WRAP POPPIES  DESIGN,2105.5,13.24,159,5175,32.55,0.42,0.01,129,158,16.32,32.75,Premium,Best-Seller
23234,BISCUIT TIN VINTAGE CHRISTMAS,5090.77,21.21,240,1843,7.68,2.92,0.38,200,237,25.45,7.78,Premium,Best-Seller
23235,BISCUIT TIN VINTAGE LEAF,64.56,21.52,3,24,8.0,2.76,0.23,3,3,21.52,8.0,Low,Niche
23235,STORAGE TIN VINTAGE LEAF,1878.59,18.24,103,719,6.98,2.75,0.44,87,100,21.59,7.19,High,Popular
23236,DOILEY BISCUIT TIN,327.6,25.2,13,120,9.23,2.86,0.11,13,13,25.2,9.23,Medium,Occasional
23236,DOILEY STORAGE TIN,2949.43,25.0,118,1087,9.21,2.87,0.09,93,117,31.71,9.29,Premium,Popular
23236,STORAGE TIN VINTAGE DOILEY ,17.34,17.34,1,6,6.0,2.89,,1,1,17.34,6.0,Low,Niche
23236,STORAGE TIN VINTAGE DOILY ,3559.95,19.78,180,1255,6.97,2.98,0.53,125,169,28.48,7.43,Premium,Best-Seller
23237,SET OF 4 KNICK KNACK TINS LEAF,3031.9,24.26,125,754,6.03,4.13,0.08,96,124,31.58,6.08,Premium,Popular
23237,SET OF 4 KNICK KNACK TINS LEAVES ,1224.75,22.68,54,301,5.57,4.13,0.09,50,54,24.5,5.57,High,Popular
23238,SET OF 4 KNICK KNACK TINS LONDON ,7236.2,28.72,252,1804,7.16,4.13,0.09,150,241,48.24,7.49,Premium,Best-Seller
23239,SET OF 4 KNICK KNACK TINS POPPIES,3278.95,19.18,171,845,4.94,3.92,0.71,124,163,26.44,5.18,Premium,Best-Seller
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,24.9,24.9,1,6,6.0,4.15,,1,1,24.9,6.0,Low,Niche
23240,SET OF 4 KNICK KNACK TINS DOILEY ,7207.0,39.6,182,1820,10.0,4.12,0.1,141,178,51.11,10.22,Premium,Best-Seller
23240,SET OF 4 KNICK KNACK TINS DOILY ,9382.15,28.34,331,2321,7.01,4.14,0.07,230,322,40.79,7.21,Premium,Best-Seller
23241,TREASURE TIN GYMKHANA DESIGN,4114.08,13.71,300,2031,6.77,2.08,0.03,183,289,22.48,7.03,Premium,Best-Seller
23242,TREASURE TIN BUFFALO BILL ,2954.72,14.85,199,1463,7.35,2.07,0.04,132,190,22.38,7.7,Premium,Best-Seller
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22669.48,53.59,423,4778,11.3,4.89,0.27,275,419,82.43,11.4,Premium,Best-Seller
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,11.7,2,12,6.0,1.95,0.0,2,2,11.7,6.0,Low,Niche
23244,ROUND STORAGE TIN VINTAGE LEAF,1569.46,15.54,101,862,8.53,1.97,0.32,80,101,19.62,8.53,High,Popular
23244,STORAGE TIN VINTAGE LEAF,117.0,16.71,7,60,8.57,1.95,0.0,7,7,16.71,8.57,Medium,Niche
23245,SET OF 3 REGENCY CAKE TINS,27027.38,35.42,763,5942,7.79,4.93,0.65,471,754,57.38,7.88,Premium,Best-Seller
23247,BISCUIT TIN 50'S CHRISTMAS,5913.74,20.97,282,2106,7.47,2.97,0.52,231,276,25.6,7.63,Premium,Best-Seller
23249,ENAMEL DINNER PLATE PANTRY,19.8,19.8,1,12,12.0,1.65,,1,1,19.8,12.0,Low,Niche
23249,VINTAGE RED ENAMEL TRIM PLATE,1362.41,18.17,75,845,11.27,1.64,0.04,56,74,24.33,11.42,High,Popular
23250,ENAMEL BOWL PANTRY,30.0,15.0,2,24,12.0,1.25,0.0,2,2,15.0,12.0,Low,Niche
23250,VINTAGE RED TRIM ENAMEL BOWL ,1470.39,15.48,95,1200,12.63,1.24,0.04,64,95,22.97,12.63,High,Popular
23251,ENAMEL MUG PANTRY,15.0,15.0,1,12,12.0,1.25,,1,1,15.0,12.0,Low,Niche
23251,VINTAGE RED ENAMEL TRIM MUG ,2014.2,18.82,107,1692,15.81,1.24,0.04,80,106,25.18,15.96,High,Popular
23252,ENAMEL JUG PANTRY,30.0,15.0,2,8,4.0,3.75,0.0,2,2,15.0,4.0,Low,Niche
23252,VINTAGE RED ENAMEL TRIM JUG ,2262.09,17.01,133,615,4.62,3.74,0.06,104,130,21.75,4.73,Premium,Best-Seller
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,63.8,1,4,4.0,15.95,,1,1,63.8,4.0,Low,Niche
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3050.2,63.55,48,212,4.42,15.66,0.96,44,48,69.32,4.42,Premium,Popular
23254,CHILDRENS CUTLERY DOLLY GIRL ,6637.6,23.37,284,1648,5.8,4.14,0.05,197,276,33.69,5.97,Premium,Best-Seller
23254,KIDS CUTLERY DOLLY GIRL ,149.4,18.68,8,36,4.5,4.15,0.0,8,8,18.68,4.5,Medium,Niche
23255,CHILDRENS CUTLERY CIRCUS PARADE,3893.94,26.49,147,972,6.61,4.16,0.35,116,146,33.57,6.66,Premium,Best-Seller
23256,CHILDRENS CUTLERY SPACEBOY ,8312.38,25.19,330,2070,6.27,4.15,0.24,226,324,36.78,6.39,Premium,Best-Seller
23256,KIDS CUTLERY SPACEBOY ,149.4,18.68,8,36,4.5,4.15,0.0,8,8,18.68,4.5,Medium,Niche
23263,SET OF 3 WOODEN HEART DECORATIONS,4887.83,11.21,436,3794,8.7,1.32,0.28,269,394,18.17,9.63,Premium,Best-Seller
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2401.7,8.96,268,1846,6.89,1.32,0.29,177,250,13.57,7.38,Premium,Best-Seller
23265,SET OF 3 WOODEN TREE DECORATIONS,2191.21,8.06,272,1695,6.23,1.32,0.28,180,248,12.17,6.83,Premium,Best-Seller
23266,SET OF 3 WOODEN STOCKING DECORATION,2558.39,8.59,298,1987,6.67,1.31,0.27,201,275,12.73,7.23,Premium,Best-Seller
23267,SET OF 4 SANTA PLACE SETTINGS,1487.34,15.66,95,1206,12.69,1.25,0.02,79,92,18.83,13.11,High,Popular
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2237.58,27.97,80,1638,20.48,1.51,0.33,67,79,33.4,20.73,Premium,Popular
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1075.55,13.61,79,755,9.56,1.45,0.02,63,76,17.07,9.93,High,Popular
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1754.6,13.82,127,1268,9.98,1.44,0.04,96,120,18.28,10.57,High,Popular
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,13.28,1,16,16.0,0.83,,1,1,13.28,16.0,Low,Niche
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1303.54,16.93,77,1606,20.86,0.84,0.09,68,74,19.17,21.7,High,Popular
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,522.74,14.94,35,352,10.06,1.56,0.62,34,35,15.37,10.06,Medium,Occasional
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1540.44,15.1,102,932,9.14,1.68,0.23,88,101,17.5,9.23,High,Popular
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1880.01,17.9,105,1145,10.9,1.74,0.38,85,101,22.12,11.34,High,Popular
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4422.83,15.3,289,3719,12.87,1.29,0.23,171,274,25.86,13.57,Premium,Best-Seller
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1429.65,10.91,131,1841,14.05,0.83,0.15,85,129,16.82,14.27,High,Popular
23280,FOLDING MIRROR HOT PINK ,118.92,23.78,5,156,31.2,0.81,0.05,5,5,23.78,31.2,Medium,Niche
23281,FOLDING BUTTERFLY MIRROR RED  ,961.28,10.45,92,1252,13.61,0.82,0.03,56,89,17.17,14.07,High,Popular
23281,FOLDING MIRROR RED  ,14.94,7.47,2,18,9.0,0.83,0.0,2,2,7.47,9.0,Low,Niche
23282,FOLDING BUTTERFLY MIRROR IVORY ,597.78,5.86,102,735,7.21,0.87,0.28,67,100,8.92,7.35,High,Popular
23282,FOLDING MIRROR IVORY ,14.94,7.47,2,18,9.0,0.83,0.0,2,2,7.47,9.0,Low,Niche
23283,DOORMAT VINTAGE LEAF,3824.02,31.09,123,548,4.46,8.09,1.18,100,123,38.24,4.46,Premium,Popular
23283,DOORMAT VINTAGE LEAVES DESIGN ,2833.7,32.2,88,426,4.84,7.67,0.59,75,88,37.78,4.84,Premium,Popular
23284,DOORMAT KEEP CALM AND COME IN,37507.15,56.74,661,5566,8.42,7.91,1.18,377,654,99.49,8.51,Premium,Best-Seller
23285,PINK VINTAGE SPOT BEAKER,4386.53,32.98,133,4681,35.2,0.85,0.04,108,133,40.62,35.2,Premium,Best-Seller
23286,BLUE VINTAGE SPOT BEAKER,4569.94,27.36,167,4950,29.64,0.85,0.04,126,167,36.27,29.64,Premium,Best-Seller
23287,RED VINTAGE SPOT BEAKER,1495.65,9.9,151,1833,12.14,0.85,0.02,115,148,13.01,12.39,High,Best-Seller
23288,GREEN VINTAGE SPOT BEAKER,4277.06,30.77,139,4523,32.54,0.85,0.04,107,138,39.97,32.78,Premium,Best-Seller
23289,DOLLY GIRL CHILDRENS BOWL,1869.85,12.81,146,1565,10.72,1.25,0.03,111,145,16.85,10.79,High,Best-Seller
23290,SPACEBOY CHILDRENS BOWL,2769.65,15.74,176,2377,13.51,1.24,0.04,125,176,22.16,13.51,Premium,Best-Seller
23291,DOLLY GIRL CHILDRENS CUP,1893.89,12.71,149,1559,10.46,1.27,0.17,104,147,18.21,10.61,High,Best-Seller
23292,SPACE BOY CHILDRENS CUP,143.3,28.66,5,130,26.0,1.21,0.09,5,5,28.66,26.0,Medium,Niche
23292,SPACEBOY CHILDRENS CUP,2370.57,14.2,167,1973,11.81,1.26,0.17,112,165,21.17,11.96,Premium,Best-Seller
23293,SET OF 12 FAIRY CAKE BAKING CASES,6496.01,13.53,480,8275,17.24,0.82,0.02,323,470,20.11,17.61,Premium,Best-Seller
23294,SET OF 6 SNACK LOAF BAKING CASES,3370.97,11.02,306,4305,14.07,0.82,0.02,214,295,15.75,14.59,Premium,Best-Seller
23295,SET OF 12 MINI LOAF BAKING CASES,4686.4,12.5,375,5976,15.94,0.82,0.02,250,364,18.75,16.42,Premium,Best-Seller
23296,SET OF 6 TEA TIME BAKING CASES,5720.9,17.34,330,4906,14.87,1.24,0.05,243,325,23.54,15.1,Premium,Best-Seller
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6719.9,46.03,146,4286,29.36,1.64,0.05,123,144,54.63,29.76,Premium,Best-Seller
23298,"BUNTING , SPOTTY ",634.7,90.67,7,146,20.86,4.72,0.39,7,7,90.67,20.86,High,Niche
23298,SPOTTY BUNTING,36022.06,35.01,1029,7749,7.53,4.92,0.16,571,1015,63.09,7.63,Premium,Best-Seller
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,11.25,1,3,3.0,3.75,,1,1,11.25,3.0,Low,Niche
23299,FOOD COVER WITH BEADS SET 2 ,3586.42,28.69,125,988,7.9,3.79,0.48,109,123,32.9,8.03,Premium,Popular
23300,GARDENERS KNEELING PAD CUP OF TEA ,10194.99,15.54,656,6455,9.84,1.66,0.21,351,642,29.05,10.05,Premium,Best-Seller
23301,GARDENERS KNEELING PAD KEEP CALM ,12642.58,16.25,778,7842,10.08,1.66,0.21,404,766,31.29,10.24,Premium,Best-Seller
23302,KNEELING MAT HOUSEWORK  DESIGN,2048.15,10.34,198,1517,7.66,1.58,0.23,140,192,14.63,7.9,Premium,Best-Seller
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,21.12,6,65,10.83,1.95,0.0,6,6,21.12,10.83,Medium,Niche
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,15.38,9,71,7.89,1.95,0.0,9,9,15.38,7.89,Medium,Niche
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,17.77,9,82,9.11,1.95,0.0,9,9,17.77,9.11,Medium,Niche
23306,SET OF 36 DOILIES PANTRY DESIGN,3772.07,19.05,198,2660,13.43,1.45,0.11,172,197,21.93,13.5,Premium,Best-Seller
23306,SET OF 36 PANTRY PAPER DOILIES,58.02,3.87,15,39,2.6,1.55,0.38,14,14,4.14,2.79,Low,Occasional
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6030.49,11.29,534,11763,22.03,0.56,0.09,366,509,16.48,23.11,Premium,Best-Seller
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3098.21,9.77,317,5967,18.82,0.56,0.11,209,305,14.82,19.56,Premium,Best-Seller
23309,SET OF 60 I LOVE LONDON CAKE CASES ,3777.45,11.8,320,7815,24.42,0.57,0.14,178,298,21.22,26.22,Premium,Best-Seller
23310,BUBBLEGUM RING ASSORTED,4894.83,22.87,214,11891,55.57,0.43,0.07,146,213,33.53,55.83,Premium,Best-Seller
23311,VINTAGE CHRISTMAS STOCKING ,5587.2,19.47,287,2208,7.69,2.55,0.05,246,284,22.71,7.77,Premium,Best-Seller
23312,VINTAGE CHRISTMAS GIFT SACK,5531.3,27.8,199,1366,6.86,4.14,0.06,168,194,32.92,7.04,Premium,Best-Seller
23313,VINTAGE CHRISTMAS BUNTING,13029.42,35.03,372,2762,7.42,4.95,0.46,253,360,51.5,7.67,Premium,Best-Seller
23314,VINTAGE CHRISTMAS TABLECLOTH,4726.02,43.76,108,398,3.69,12.44,0.35,87,106,54.32,3.75,Premium,Popular
23315,IVORY REFECTORY CLOCK,1992.5,25.88,77,214,2.78,9.81,0.49,63,77,31.63,2.78,High,Popular
23316,RED REFECTORY CLOCK ,2232.15,23.01,97,237,2.44,9.82,0.47,75,96,29.76,2.47,Premium,Popular
23317,BLUE REFECTORY CLOCK ,1557.9,21.94,71,162,2.28,9.87,0.36,56,70,27.82,2.31,High,Popular
23318,BOX OF 6 MINI VINTAGE CRACKERS,8689.24,25.33,343,3803,11.09,2.45,0.12,269,335,32.3,11.35,Premium,Best-Seller
23319,BOX OF 6 MINI 50'S CRACKERS,8461.76,21.87,387,3655,9.44,2.46,0.11,300,371,28.21,9.85,Premium,Best-Seller
23320,GIANT 50'S CHRISTMAS CRACKER,6963.68,21.56,323,2648,8.2,2.66,0.56,260,312,26.78,8.49,Premium,Best-Seller
23321,SMALL WHITE HEART OF WICKER,6897.18,11.33,609,4322,7.1,1.64,0.05,378,586,18.25,7.38,Premium,Best-Seller
23322,LARGE WHITE HEART OF WICKER,8354.55,15.53,538,2971,5.52,2.95,0.2,350,521,23.87,5.7,Premium,Best-Seller
23323,WHITE WICKER STAR ,2969.4,10.42,285,1429,5.01,2.1,0.03,210,273,14.14,5.23,Premium,Best-Seller
23324,RUSTIC STRAWBERRY JAM POT LARGE ,599.35,17.12,35,296,8.46,2.07,0.05,32,35,18.73,8.46,High,Occasional
